drink,drink_id,Category,cocktail_pic,Ingredients,Instructions
Gideon's Green Dinosaur,17002,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/p5r0tr1503564636.jpg,"1/2 oz  Dark rum,  1/2 oz  Vodka, 1/2 oz  Triple sec, 1/2 oz  Tequila, 1/2 oz  Melon liqueur, Fill with  Mountain Dew",Add all ingredients in collins glass with ice and stir.
Gin And Tonic,11403,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wtyxvx1472405831.jpg,"2 oz  Gin,  5 oz  Tonic water, 1/2 oz  Triple sec",Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.
Gin Cooler,11407,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyrvv1478820109.jpg,"2 oz  Gin,  
 Carbonated water, 
 Powdered sugar, 
 Orange spiral, 
 Lemon peel",Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.
Gin Daisy,11408,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwxysv1478819943.jpg,"2 oz  Gin,  1 oz  Lemon juice, 1/2 tsp superfine  Sugar, 1/2 tsp  Grenadine, 1  Maraschino cherry, 1  Orange","In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice."
Gin Fizz,11410,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xhl8q31504351772.jpg,"2 oz  Gin,  Juice of 1/2  Lemon, 1/2 tsp superfine  Sugar","Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water."
Gin Rickey,17230,Cocktail,http://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,"2 oz  Gin,  1 tsp  Grenadine, Juice of 1/2  lemon, Top up with Soda Water, Garnish Lime",Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.
Gin Sling,11415,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/h8wmm41504883440.jpg,"2 oz  Gin,  Juice of 1/2  Lemon, 1 tsp  Powdered sugar, 1 tsp  Water, Twist of  Orange peel",Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.
Gin Smash,11416,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hp41fi1504883656.jpg,"2 oz  Gin,  1 oz  Carbonated water, 1 cube  Sugar, 4  Mint, 1 slice  Orange, 1  Cherry","Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve."
Gin Sour,11417,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mt7l7m1504883523.jpg,"2 oz  Gin,  1 oz  Lemon juice, 1/2 tsp superfine  Sugar, 1  Orange, 1  Maraschino cherry","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry."
Gin Squirt,11418,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,"1 1/2 oz  Gin,  1 tsp  Grenadine, 1 tblsp  Powdered sugar, 3 chunks  Pineapple, 2  Strawberries, 
 Carbonated water","Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve."
Gin Swizzle,11419,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,"1 1/2 oz  Lime juice,  1 tsp superfine  Sugar, 2 oz  Gin, 1 dash  Bitters, 3 oz  Club soda","In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda."
Gin Toddy,11420,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/l9gi5h1504820724.jpg,"2 oz  Gin,  2 tsp  Water, 1/2 tsp  Powdered sugar, 1 twist of  Lemon peel","Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve."
Girl From Ipanema,17175,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xypspq1469090633.jpg,"25 ml Cachaca,  15 ml Lemon Juice, 10 ml Agave Syrup, top up with Champagne","Add the cachaca, lemon juice and syrup to your boston glass. Add ice and shake until ice cold. Pour into a chilled flute and top-up with Champagne"
Gluehwein,12944,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,"1 L  Red wine,  125 ml  Water, 60 gr  Sugar, 1  Cinnamon, 3  Cloves, 1 tblsp  Lemon peel","Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup."
Godchild,11422,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,"1 oz  Vodka,  1 oz  Amaretto, 60 gr  Sugar","Shake all ingredients well with cracked ice, strain into a champagne flute, and serve."
Godfather,11423,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,"1 1/2 oz  Scotch,  3/4 oz  Amaretto",Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.
Godmother,11424,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4889up1504368984.jpg,"1 1/2 oz  Vodka,  3/4 oz  Amaretto",Pour vodka and amaretto into an old-fashioned glass over ice and serve.
Golden dream,17199,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,"2 parts Galliano,  2 parts Triple Sec, 2 parts orange juice, 1 part Cream",Shake with cracked ice. Strain into glass and serve.
Grand Blue,15427,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,"1 1/2 cl  Malibu rum,  1 1/2 cl  Peach schnapps, 1 1/2 cl  Blue Curacao, 3 cl  Sweet and sour",Serve in an old fashioned glass.
Grape lemon pineapple Smoothie,12712,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,"1 cup  Grapes,  1/4  Lemon, 1 1/2 cl  Blue Curacao",Throw everything into a blender and liquify.
Grass Skirt,11433,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,"1 1/2 oz  Gin,  1 oz  Triple sec, 1 oz  Pineapple juice, 1/2 tsp  Grenadine, 1  Pineapple","In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice."
Grasshopper,17200,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,"3/4 oz  Green Creme de Menthe,  3/4 oz white  Creme de Cacao, 1 oz  Pineapple juice",Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.
Green Goblin,13497,Beer,http://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,"1/2 pint hard  Cider,  1/2 pint  Lager, 3/4 oz  Light cream","Cider First, Lager then Curacao"
Grim Reaper,14642,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,"1 oz  Kahlua,  1 oz Bacardi  151 proof rum, 1 shot  Blue Curacao",Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.
Grizzly Bear,12762,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,"1 part  Amaretto,  1 part  Jägermeister, 1 part  Kahlua, 2 1/2 parts  Milk","Served over ice. Sounds nasty, but tastes great."
H.D.,16262,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,"4 cl  Whisky,  8 cl  Bailey's irish cream, 1 part  Kahlua",Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.
Happy Skipper,12766,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,"1 1/2 cl  Spiced rum,  
 Ginger ale, 
 Lime, 
 Ice","Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)"
Harvey Wallbanger,11462,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,"1 oz  Vodka,  1/2 oz  Galliano, 
 Lime","Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve."
Havana Cocktail,11470,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,"1 oz  Light rum,  1 oz  Pineapple juice, 4 oz  Orange juice","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
Hawaiian Cocktail,11472,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,"2 oz  Gin,  1/2 oz  Triple sec, 1 tsp  Lemon juice","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Hemingway Special,17201,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,"12 parts Rum,  8 parts Grapefruit Juice, 3 parts Maraschino Liqueur, 3 parts Lime Juice",Pour all ingredients into a shaker with ice. Shake.
Herbal flame,15813,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,"5 shots  Hot Damn,  very sweet  Tea","Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in."
Highland Fling Cocktail,11476,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,"1 1/2 oz  Scotch,  3/4 oz  Sweet Vermouth, 2 dashes  Orange bitters, 1  Olive",Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.
Holloween Punch,12954,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,"
 Grape juice,  , orange
 Carbonated soft drink,   Sherbet,   Sherbet","Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine."
Homemade Kahlua,17044,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,"2 1/2 cups  Sugar,  1 cup  Corn syrup, 1 1/2 oz instant  Coffee, 2 oz  Vanilla extract, 3 cups boiling  Water, 1 fifth  Vodka","Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks."
Horse's Neck,17202,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,"1 long strip  Lemon peel,  2 oz  Brandy, 5 oz  Ginger ale, 2 dashes  Bitters","Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter."
Hot Chocolate to Die for,12738,Cocoa,http://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,"12 oz fine  Chocolate,  1 tsp  Butter, 1/2 tsp  Vanilla extract, 1 cup  Half-and-half, mini  Marshmallows","Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream."
Hot Creamy Bush,14782,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,"1 shot  Irish whiskey,  3/4 shot  Bailey's irish cream, 1/2 tsp  Vanilla extract",Combine all ingredients in glass
Ice Pick #1,13539,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,"1 1/2 oz  Vodka,  6 oz  Iced tea, 6 oz hot  Coffee",Put Vodka in glass fill with iced tea. Stir in lemon to taste.
Iced Coffee,12770,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,"1/4 cup instant  Coffee,  1/4 cup  Sugar, 1/4 cup hot  Water, 4 cups cold  Milk",Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.
Iced Coffee Fillip,12772,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,"2 tsp  Kahlua,  Strong cold  Coffee",Mix together in a coffee mug and chill before serving.
Imperial Cocktail,12706,Cocktail,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,"4 cl  Lime juice,  2 cl  Gin, ",Shake with ice and strain into cocktail glass.
Imperial Fizz,11524,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,"1/2 oz  Light rum,  1 1/2 oz  Blended whiskey, Juice of 1/2  Lemon, 1 tsp  Powdered sugar, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
Ipamena,17176,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,"½ Lime,  2 tsp Brown sugar, 4 cl Passion fruit juice, top up with Ginger ale, fill Ice","Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime"
Irish Coffee,13971,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,"1 1/2 oz  Irish whiskey,  8 oz  Coffee, 1 tsp  Sugar, 1 tblsp  Whipped cream","Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot."
Irish Cream,12820,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,"1 cup  Scotch,  1 1/4 cup  Half-and-half, 1 can sweetened  Condensed milk, 3 drops  Coconut syrup, 1 tblsp  Chocolate syrup",Mix scotch and milk. Add half-and-half. Add rest.
Irish Curdling Cow,16987,Cocktail,http://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,"3/4 oz  Bailey's irish cream,  3/4 oz  Bourbon, 3/4 oz  Vodka, 2-3 oz  Orange juice","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice."
Irish Russian,17015,Beer,http://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,"1 shot  Vodka,  1 shot  Kahlua, 1 dash  Coca-Cola, Fill with  Guinness stout",Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.
Irish Spring,11528,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,"1 oz  Irish whiskey,  1/2 oz  Peach brandy, 1 oz  Orange juice, 1 oz  Sweet and sour, 1 slice  Orange, 1  Cherry","Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve."
Jack Rose Cocktail,11542,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,"1 1/2 oz  Apple brandy,  1 tsp  Grenadine, 1 oz  Orange juice","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Jack's Vanilla Coke,16275,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,"4-5  Ice,  2 oz  Tennessee whiskey, 1 tsp  Vanilla extract, 10-12 oz  Coca-Cola","After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom."
Jackhammer,13847,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,"1 oz  Jack Daniels,  1 oz  Amaretto","Serve over ice- Warning,Deadly!"
Jam Donut,17178,Shot,http://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,"2/3 oz Baileys irish cream,  1/3 oz Chambord raspberry liqueur, 1 tsp Sugar syrup, 2 pinches Sugar","Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve."
Jamaica Kiss,14095,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,"1 shot  Coffee liqueur,  1 shot Jamaican  Light rum,  cubes
 Ice, 
 Milk",Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.
Jamaican Coffee,15825,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,"1/6 glass  Rum,  1/6 glass strong black  Coffee, 1/2 glass cold  Water, 
 Whipped cream","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw."
Japanese Fizz,11558,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,"1 1/2 oz  Blended whiskey,  Juice of 1/2  Lemon, 1 tsp  Powdered sugar, 1 tblsp  Port, 1  Egg white, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
Jello shots,14956,Shot,http://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,"2 cups  Vodka,  3 packages  Jello, 1 tsp  Powdered sugar","Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away..."
Jelly Bean,13775,Shot,http://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,"1 oz  Blackberry brandy,  1 oz  Anis",mix equal parts in pony glass-tastes just like a jelly bean!
Jewel Of The Nile,11566,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,"1 1/2 oz  Gin,  1/2 oz  Green Chartreuse, ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
Jitterbug,16178,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,"2 jiggers  Gin,  1 jigger  Vodka, 3 dashes  Grenadine, 1 shot  Lime juice, Around rim put 1 pinch  Sugar, 3 dashes  Sugar syrup, Fill to top with  Soda water","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!"
John Collins,11580,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,"2 oz  Bourbon,  1 oz  Lemon juice, 1 tsp superfine  Sugar, 3 oz  Club soda, 1  Maraschino cherry, 1  Orange",Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.
Just a Moonmint,12688,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,"2 cups  Milk,  
 Chocolate syrup, 1 tsp superfine  Sugar","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
Kamikaze,11600,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,"1 oz  Vodka,  1 oz  Triple sec, 
 Mint syrup","Shake all ingredients together with ice. Strain into glass, garnish and serve."
Karsk,12764,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,"1 part  Coffee,  2 parts  Grain alcohol","Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality."
Kentucky B And B,11602,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,"2 oz  Bourbon,  1/2 oz  Benedictine",Pour the bourbon and Benedictine into a brandy snifter.
Kentucky Colonel,11604,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,"3 oz  Bourbon,  1/2 oz  Benedictine, ",In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.
Kill the cold Smoothie,12720,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,"1 inch  Ginger,  1/4  Lemon, 1 twist of  Lemon peel",Juice ginger and lemon and add it to hot water. You may add cardomom.
Kioki Coffee,16951,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,"1 oz  Kahlua,  1/2 oz  Brandy, 1 cup hot  Water",Stir. Add whipped cream to the top.
Kir,17203,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,"1 part  Creme de Cassis,  5 parts  Champagne","Add the crème de cassis to the bottom of the glass, then top up with wine."
Kir Royale,13837,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,"1 part  Creme de Cassis,  5 parts  Champagne","Pour Creme de cassis in glass, gently pour champagne on top"
Kiss me Quick,15026,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,"4 cl  Cranberry vodka,  2 cl  Apfelkorn, 7 cl  Schweppes Russchian, 8 cl  Apple juice,  cubes
 Ice",mix in the glass
Kiwi Lemon,14752,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,"1 part  Kiwi liqueur,  2 parts  Bitter lemon, 7 cl  Schweppes Russchian",Mix in highball glass. Stirr. Garnish with slice of kiwi.
Kiwi Papaya Smoothie,12714,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,"3  Kiwi,  1/2  Papaya",Throw everything into a blender and liquify.
Kool First Aid,17006,Shot,http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"2 oz light  151 proof rum,  1/2 tsp Tropical  Kool-Aid","Add Kool Aid to a double shot glass, and top with rum. Slam and shoot."
Kool-Aid Shot,13190,Shot,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,"1 shot  Vodka,  1 shot  Amaretto, 1 shot  Sloe gin, 1 shot  Triple sec, 
 Cranberry juice",Pour into a large glass with ice and stir. Add a little cranberry juice to taste.
Kool-Aid Slammer,14446,Shot,http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,"1/2 oz Grape  Kool-Aid,  1/2 oz  Vodka","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid."
Kurant Tea,14456,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,"4 cl  Absolut Kurant,  Turkish apple  Tea, ","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!"
Lady Love Fizz,11634,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"2 oz  Gin,  2 tsp  Light cream, 1 tsp  Powdered sugar, Juice of 1/2  Lemon, 1  Egg white, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve."
Lassi - A South Indian Drink,12690,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"1/2 cup plain  Yoghurt,  1 1/4 cup cold  Water, 1/2 tsp ground roasted  Cumin seed, 1/4 tsp  Salt, 1/4 tsp dried  Mint","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold."
Lassi - Mango,12698,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"2  Mango,  2 cups  Yoghurt, 1/2 cup  Sugar, 1 cup iced  Water",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.
Lassi - Sweet,12696,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"1 cup  Yoghurt,  2 cups cold  Water, 4 tblsp  Sugar, pinch  Salt, 2 tblsp  Lemon juice",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.
Lassi Khara,12692,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"1 cup  Yoghurt,  2 cups cold  Water, 1 tsp  Salt, 1 pinch  Asafoetida",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.
Lassi Raita,12694,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"2 cups  Yoghurt,  4-6  Ice, 
 Sugar, 
 Lime, 
 Salt","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
Lemon Drop,14366,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,"1 1/2 shot  Absolut Vodka,  1 1/2 shot  Cointreau, 
 Sugar",Shake and strain into a chilled cocktail glass rimmed with sugar.
Lemon Shot,12752,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"1/2 oz  Galliano,  1/2 oz  Absolut Citron,  wedge
 Lemon, Bacardi  Sugar,   151 proof rum","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
Lemouroudji,12702,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"2 pieces  Ginger,  1 gal  Water, 1 lb  Lemon, 1 cup  Sugar, ground  Cayenne pepper","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
Limeade,12704,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"Juice of 1  Lime,  1 tblsp  Sugar,  (seltzer water)
 Soda water,   Lime peel","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out."
Limona Corona,15086,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"1 bottle  Corona,  1 oz  Bacardi Limon","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
Loch Lomond,11658,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"2 oz  Scotch,  1/2 oz  Drambuie, 1/2 oz  Dry Vermouth, 1 twist of  Lemon peel","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
London Town,11662,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"1 1/2 oz  Gin,  1/2 oz  Maraschino liqueur, 1/2 oz  Dry Vermouth","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
